X,Y,Z
161.62236000000001,2547.3376,11.5
164.7167,2547.3376,11.5
167.81104,2547.3376,11.5
170.90538,2547.3376,11.5
173.99972,2547.3376,11.5
177.09406,2547.3376,11.5
180.1884,2547.3376,11.5
183.28274,2547.3376,11.5
186.37708,2547.3376,11.5
189.47142,2547.3376,11.5
192.56576,2547.3376,11.5
195.6601,2547.3376,11.5
198.75444,2547.3376,11.5
201.84878,2547.3376,11.5
204.94312,2547.3376,11.5
208.03746,2547.3376,11.5
211.1318,2547.3376,11.5
214.22614,2547.3376,11.5
217.32048,2547.3376,11.5
220.41482000000002,2547.3376,11.5
223.50916,2547.3376,11.5
226.6035,2547.3376,11.5
229.69783999999999,2547.3376,11.5
232.79218,2547.3376,11.5
235.88652000000002,2547.3376,11.5
238.98086,2547.3376,11.5
242.0752,2547.3376,11.5
245.16953999999998,2547.3376,11.5
248.26388,2547.3376,11.5
251.35822000000002,2547.3376,11.5
254.45256,2547.3376,11.5
257.5469,2547.3376,11.5
260.64124,2547.3376,11.5
263.73558,2547.3376,11.5
266.82992,2547.3376,11.5
269.92426,2547.3376,11.5
273.0186,2547.3376,11.5
276.11294,2547.3376,11.5
279.20727999999997,2547.3376,11.5
282.30161999999996,2547.3376,11.5
285.39596,2547.3376,11.5
288.4903,2547.3376,11.5
291.58464000000004,2547.3376,11.5
294.67898,2547.3376,11.5
297.77332,2547.3376,11.5
300.86766,2547.3376,11.5
303.962,2547.3376,11.5
307.05634,2547.3376,11.5
310.15067999999997,2547.3376,11.5
313.24502,2547.3376,11.5
316.33936,2547.3376,11.5
319.4337,2547.3376,11.5
322.52804000000003,2547.3376,11.5
325.62238,2547.3376,11.5
328.71672,2547.3376,11.5
331.81106,2547.3376,11.5
334.9054,2547.3376,11.5
337.99974,2547.3376,11.5
341.09407999999996,2547.3376,11.5
344.18842,2547.3376,11.5
347.28276,2547.3376,11.5
350.3771,2547.3376,11.5
353.47144000000003,2547.3376,11.5
356.56578,2547.3376,11.5
359.66012,2547.3376,11.5
362.75446,2547.3376,11.5
365.8488,2547.3376,11.5
368.94313999999997,2547.3376,11.5
372.03747999999996,2547.3376,11.5
375.13182,2547.3376,11.5
378.22616,2547.3376,11.5
381.3205,2547.3376,11.5
384.41484,2547.3376,11.5
387.50918,2547.3376,11.5
390.60352,2547.3376,11.5
393.69786,2547.3376,11.5
396.7922,2547.3376,11.5
399.88653999999997,2547.3376,11.5
402.98087999999996,2547.3376,11.5
406.07522,2547.3376,11.5
409.16956,2547.3376,11.5
412.2639,2547.3376,11.5
415.35823999999997,2547.3376,11.5
418.45258,2547.3376,11.5
421.54692,2547.3376,11.5
424.64126,2547.3376,11.5
427.7356,2547.3376,11.5
430.82993999999997,2547.3376,11.5
433.92428,2547.3376,11.5
437.01862,2547.3376,11.5
440.11296,2547.3376,11.5
443.2073,2547.3376,11.5
446.30164,2547.3376,11.5
449.39598,2547.3376,11.5
452.49032,2547.3376,11.5
455.58466,2547.3376,11.5
458.679,2547.3376,11.5
149.245,2550.7045,11.5
152.33934,2550.7045,11.5
155.43368,2550.7045,11.5
158.52802,2550.7045,11.5
161.62236000000001,2550.7045,11.5
164.7167,2550.7045,11.5
167.81104,2550.7045,11.5
170.90538,2550.7045,11.5
173.99972,2550.7045,11.5
177.09406,2550.7045,11.5
180.1884,2550.7045,11.5
183.28274,2550.7045,11.5
186.37708,2550.7045,11.5
189.47142,2550.7045,11.5
192.56576,2550.7045,11.5
195.6601,2550.7045,11.5
198.75444,2550.7045,11.5
201.84878,2550.7045,11.5
204.94312,2550.7045,11.5
208.03746,2550.7045,11.5
211.1318,2550.7045,11.5
214.22614,2550.7045,11.5
217.32048,2550.7045,11.5
220.41482000000002,2550.7045,11.5
223.50916,2550.7045,11.5
226.6035,2550.7045,11.5
229.69783999999999,2550.7045,11.5
232.79218,2550.7045,11.5
235.88652000000002,2550.7045,11.5
238.98086,2550.7045,11.5
242.0752,2550.7045,11.5
245.16953999999998,2550.7045,11.5
248.26388,2550.7045,11.5
251.35822000000002,2550.7045,11.5
254.45256,2550.7045,11.5
257.5469,2550.7045,11.5
260.64124,2550.7045,11.5
263.73558,2550.7045,11.5
266.82992,2550.7045,11.5
269.92426,2550.7045,11.5
273.0186,2550.7045,11.5
276.11294,2550.7045,11.5
279.20727999999997,2550.7045,11.5
282.30161999999996,2550.7045,11.5
285.39596,2550.7045,11.5
288.4903,2550.7045,11.5
291.58464000000004,2550.7045,11.5
294.67898,2550.7045,11.5
297.77332,2550.7045,11.5
300.86766,2550.7045,11.5
303.962,2550.7045,11.5
307.05634,2550.7045,11.5
310.15067999999997,2550.7045,11.5
313.24502,2550.7045,11.5
316.33936,2550.7045,11.5
319.4337,2550.7045,11.5
322.52804000000003,2550.7045,11.5
325.62238,2550.7045,11.5
328.71672,2550.7045,11.5
331.81106,2550.7045,11.5
334.9054,2550.7045,11.5
337.99974,2550.7045,11.5
341.09407999999996,2550.7045,11.5
344.18842,2550.7045,11.5
347.28276,2550.7045,11.5
350.3771,2550.7045,11.5
353.47144000000003,2550.7045,11.5
356.56578,2550.7045,11.5
359.66012,2550.7045,11.5
362.75446,2550.7045,11.5
365.8488,2550.7045,11.5
368.94313999999997,2550.7045,11.5
372.03747999999996,2550.7045,11.5
375.13182,2550.7045,11.5
378.22616,2550.7045,11.5
381.3205,2550.7045,11.5
384.41484,2550.7045,11.5
387.50918,2550.7045,11.5
390.60352,2550.7045,11.5
393.69786,2550.7045,11.5
396.7922,2550.7045,11.5
399.88653999999997,2550.7045,11.5
402.98087999999996,2550.7045,11.5
406.07522,2550.7045,11.5
409.16956,2550.7045,11.5
412.2639,2550.7045,11.5
415.35823999999997,2550.7045,11.5
418.45258,2550.7045,11.5
421.54692,2550.7045,11.5
424.64126,2550.7045,11.5
427.7356,2550.7045,11.5
430.82993999999997,2550.7045,11.5
433.92428,2550.7045,11.5
437.01862,2550.7045,11.5
440.11296,2550.7045,11.5
443.2073,2550.7045,11.5
446.30164,2550.7045,11.5
449.39598,2550.7045,11.5
452.49032,2550.7045,11.5
455.58466,2550.7045,11.5
458.679,2550.7045,11.5
149.245,2554.0714,11.5
152.33934,2554.0714,11.5
155.43368,2554.0714,11.5
158.52802,2554.0714,11.5
161.62236000000001,2554.0714,11.5
164.7167,2554.0714,11.5
167.81104,2554.0714,11.5
170.90538,2554.0714,11.5
173.99972,2554.0714,11.5
177.09406,2554.0714,11.5
180.1884,2554.0714,11.5
183.28274,2554.0714,11.5
186.37708,2554.0714,11.5
189.47142,2554.0714,11.5
192.56576,2554.0714,11.5
195.6601,2554.0714,11.5
198.75444,2554.0714,11.5
201.84878,2554.0714,11.5
204.94312,2554.0714,11.5
208.03746,2554.0714,11.5
211.1318,2554.0714,11.5
214.22614,2554.0714,11.5
217.32048,2554.0714,11.5
220.41482000000002,2554.0714,11.5
223.50916,2554.0714,11.5
226.6035,2554.0714,11.5
229.69783999999999,2554.0714,11.5
232.79218,2554.0714,11.5
235.88652000000002,2554.0714,11.5
238.98086,2554.0714,11.5
242.0752,2554.0714,11.5
245.16953999999998,2554.0714,11.5
248.26388,2554.0714,11.5
251.35822000000002,2554.0714,11.5
254.45256,2554.0714,11.5
257.5469,2554.0714,11.5
260.64124,2554.0714,11.5
263.73558,2554.0714,11.5
266.82992,2554.0714,11.5
269.92426,2554.0714,11.5
273.0186,2554.0714,11.5
276.11294,2554.0714,11.5
279.20727999999997,2554.0714,11.5
282.30161999999996,2554.0714,11.5
285.39596,2554.0714,11.5
288.4903,2554.0714,11.5
291.58464000000004,2554.0714,11.5
294.67898,2554.0714,11.5
297.77332,2554.0714,11.5
300.86766,2554.0714,11.5
303.962,2554.0714,11.5
307.05634,2554.0714,11.5
310.15067999999997,2554.0714,11.5
313.24502,2554.0714,11.5
316.33936,2554.0714,11.5
319.4337,2554.0714,11.5
322.52804000000003,2554.0714,11.5
325.62238,2554.0714,11.5
328.71672,2554.0714,11.5
331.81106,2554.0714,11.5
334.9054,2554.0714,11.5
337.99974,2554.0714,11.5
341.09407999999996,2554.0714,11.5
344.18842,2554.0714,11.5
347.28276,2554.0714,11.5
350.3771,2554.0714,11.5
353.47144000000003,2554.0714,11.5
356.56578,2554.0714,11.5
359.66012,2554.0714,11.5
362.75446,2554.0714,11.5
365.8488,2554.0714,11.5
368.94313999999997,2554.0714,11.5
372.03747999999996,2554.0714,11.5
375.13182,2554.0714,11.5
378.22616,2554.0714,11.5
381.3205,2554.0714,11.5
384.41484,2554.0714,11.5
387.50918,2554.0714,11.5
390.60352,2554.0714,11.5
393.69786,2554.0714,11.5
396.7922,2554.0714,11.5
399.88653999999997,2554.0714,11.5
402.98087999999996,2554.0714,11.5
406.07522,2554.0714,11.5
409.16956,2554.0714,11.5
412.2639,2554.0714,11.5
415.35823999999997,2554.0714,11.5
418.45258,2554.0714,11.5
421.54692,2554.0714,11.5
424.64126,2554.0714,11.5
427.7356,2554.0714,11.5
430.82993999999997,2554.0714,11.5
433.92428,2554.0714,11.5
437.01862,2554.0714,11.5
440.11296,2554.0714,11.5
443.2073,2554.0714,11.5
446.30164,2554.0714,11.5
449.39598,2554.0714,11.5
452.49032,2554.0714,11.5
455.58466,2554.0714,11.5
458.679,2554.0714,11.5
149.245,2557.4383,11.5
152.33934,2557.4383,11.5
155.43368,2557.4383,11.5
158.52802,2557.4383,11.5
161.62236000000001,2557.4383,11.5
164.7167,2557.4383,11.5
167.81104,2557.4383,11.5
170.90538,2557.4383,11.5
173.99972,2557.4383,11.5
177.09406,2557.4383,11.5
180.1884,2557.4383,11.5
183.28274,2557.4383,11.5
186.37708,2557.4383,11.5
189.47142,2557.4383,11.5
192.56576,2557.4383,11.5
195.6601,2557.4383,11.5
198.75444,2557.4383,11.5
201.84878,2557.4383,11.5
204.94312,2557.4383,11.5
208.03746,2557.4383,11.5
211.1318,2557.4383,11.5
214.22614,2557.4383,11.5
217.32048,2557.4383,11.5
220.41482000000002,2557.4383,11.5
223.50916,2557.4383,11.5
226.6035,2557.4383,11.5
229.69783999999999,2557.4383,11.5
232.79218,2557.4383,11.5
235.88652000000002,2557.4383,11.5
238.98086,2557.4383,11.5
242.0752,2557.4383,11.5
245.16953999999998,2557.4383,11.5
248.26388,2557.4383,11.5
251.35822000000002,2557.4383,11.5
254.45256,2557.4383,11.5
257.5469,2557.4383,11.5
260.64124,2557.4383,11.5
263.73558,2557.4383,11.5
266.82992,2557.4383,11.5
269.92426,2557.4383,11.5
273.0186,2557.4383,11.5
276.11294,2557.4383,11.5
279.20727999999997,2557.4383,11.5
282.30161999999996,2557.4383,11.5
285.39596,2557.4383,11.5
288.4903,2557.4383,11.5
291.58464000000004,2557.4383,11.5
294.67898,2557.4383,11.5
297.77332,2557.4383,11.5
300.86766,2557.4383,11.5
303.962,2557.4383,11.5
307.05634,2557.4383,11.5
310.15067999999997,2557.4383,11.5
313.24502,2557.4383,11.5
316.33936,2557.4383,11.5
319.4337,2557.4383,11.5
322.52804000000003,2557.4383,11.5
325.62238,2557.4383,11.5
328.71672,2557.4383,11.5
331.81106,2557.4383,11.5
334.9054,2557.4383,11.5
337.99974,2557.4383,11.5
341.09407999999996,2557.4383,11.5
344.18842,2557.4383,11.5
347.28276,2557.4383,11.5
350.3771,2557.4383,11.5
353.47144000000003,2557.4383,11.5
356.56578,2557.4383,11.5
359.66012,2557.4383,11.5
362.75446,2557.4383,11.5
365.8488,2557.4383,11.5
368.94313999999997,2557.4383,11.5
372.03747999999996,2557.4383,11.5
375.13182,2557.4383,11.5
378.22616,2557.4383,11.5
381.3205,2557.4383,11.5
384.41484,2557.4383,11.5
387.50918,2557.4383,11.5
390.60352,2557.4383,11.5
393.69786,2557.4383,11.5
396.7922,2557.4383,11.5
399.88653999999997,2557.4383,11.5
402.98087999999996,2557.4383,11.5
406.07522,2557.4383,11.5
409.16956,2557.4383,11.5
412.2639,2557.4383,11.5
415.35823999999997,2557.4383,11.5
418.45258,2557.4383,11.5
421.54692,2557.4383,11.5
424.64126,2557.4383,11.5
427.7356,2557.4383,11.5
430.82993999999997,2557.4383,11.5
433.92428,2557.4383,11.5
437.01862,2557.4383,11.5
440.11296,2557.4383,11.5
443.2073,2557.4383,11.5
446.30164,2557.4383,11.5
449.39598,2557.4383,11.5
452.49032,2557.4383,11.5
455.58466,2557.4383,11.5
458.679,2557.4383,11.5
149.245,2560.8052,11.5
152.33934,2560.8052,11.5
155.43368,2560.8052,11.5
158.52802,2560.8052,11.5
161.62236000000001,2560.8052,11.5
164.7167,2560.8052,11.5
167.81104,2560.8052,11.5
170.90538,2560.8052,11.5
173.99972,2560.8052,11.5
177.09406,2560.8052,11.5
180.1884,2560.8052,11.5
183.28274,2560.8052,11.5
186.37708,2560.8052,11.5
189.47142,2560.8052,11.5
192.56576,2560.8052,11.5
195.6601,2560.8052,11.5
198.75444,2560.8052,11.5
201.84878,2560.8052,11.5
204.94312,2560.8052,11.5
208.03746,2560.8052,11.5
211.1318,2560.8052,11.5
214.22614,2560.8052,11.5
217.32048,2560.8052,11.5
220.41482000000002,2560.8052,11.5
223.50916,2560.8052,11.5
226.6035,2560.8052,11.5
229.69783999999999,2560.8052,11.5
232.79218,2560.8052,11.5
235.88652000000002,2560.8052,11.5
238.98086,2560.8052,11.5
242.0752,2560.8052,11.5
245.16953999999998,2560.8052,11.5
248.26388,2560.8052,11.5
251.35822000000002,2560.8052,11.5
254.45256,2560.8052,11.5
257.5469,2560.8052,11.5
260.64124,2560.8052,11.5
263.73558,2560.8052,11.5
266.82992,2560.8052,11.5
269.92426,2560.8052,11.5
273.0186,2560.8052,11.5
276.11294,2560.8052,11.5
279.20727999999997,2560.8052,11.5
282.30161999999996,2560.8052,11.5
285.39596,2560.8052,11.5
288.4903,2560.8052,11.5
291.58464000000004,2560.8052,11.5
294.67898,2560.8052,11.5
297.77332,2560.8052,11.5
300.86766,2560.8052,11.5
303.962,2560.8052,11.5
307.05634,2560.8052,11.5
310.15067999999997,2560.8052,11.5
313.24502,2560.8052,11.5
316.33936,2560.8052,11.5
319.4337,2560.8052,11.5
322.52804000000003,2560.8052,11.5
325.62238,2560.8052,11.5
328.71672,2560.8052,11.5
331.81106,2560.8052,11.5
334.9054,2560.8052,11.5
337.99974,2560.8052,11.5
341.09407999999996,2560.8052,11.5
344.18842,2560.8052,11.5
347.28276,2560.8052,11.5
350.3771,2560.8052,11.5
353.47144000000003,2560.8052,11.5
356.56578,2560.8052,11.5
359.66012,2560.8052,11.5
362.75446,2560.8052,11.5
365.8488,2560.8052,11.5
368.94313999999997,2560.8052,11.5
372.03747999999996,2560.8052,11.5
375.13182,2560.8052,11.5
378.22616,2560.8052,11.5
381.3205,2560.8052,11.5
384.41484,2560.8052,11.5
387.50918,2560.8052,11.5
390.60352,2560.8052,11.5
393.69786,2560.8052,11.5
396.7922,2560.8052,11.5
399.88653999999997,2560.8052,11.5
402.98087999999996,2560.8052,11.5
406.07522,2560.8052,11.5
409.16956,2560.8052,11.5
412.2639,2560.8052,11.5
415.35823999999997,2560.8052,11.5
418.45258,2560.8052,11.5
421.54692,2560.8052,11.5
424.64126,2560.8052,11.5
427.7356,2560.8052,11.5
430.82993999999997,2560.8052,11.5
433.92428,2560.8052,11.5
437.01862,2560.8052,11.5
440.11296,2560.8052,11.5
443.2073,2560.8052,11.5
